prefabRoot,sourceBundle,sourcePrefabPath,hierarchyPath,componentType,role,activeInHierarchy,enabled,visibleOnCamera,screenZone,areaRatio,screenMinX,screenMaxX,screenMinY,screenMaxY,anchorMin,anchorMax,pivot,sizeDelta,anchoredPosition,localScale,lossyScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasPlaneDistance,canvasSortingLayer,canvasSortingOrder,canvasScaleFactor,canvasReferencePixelsPerUnit,canvasHasWorldCamera,canvasScalerUiScaleMode,canvasScalerReferenceResolution,canvasScalerMatchWidthOrHeight,canvasScalerScreenMatchMode,canvasRootRectSize,scalerUiScaleMode,scalerReferenceResolution,scalerScreenMatchMode,scalerMatchWidthOrHeight,spriteName,textureName,textureSize,textureIsNull,textureInstanceId,textureAccessError,extractedSpriteBundle,extractedSpritePathId,extractedSpritePngSize,extractedSpritePngPath,spriteRect,spriteBorder,spritePixelsPerUnit,spritePacked,spritePackingMode,spritePackingRotation,materialName,fontName,color,alpha,imageType,preserveAspect,raycastTarget,buttonInteractable,buttonPersistentHandlerCount,targetGraphicPath,visibleOriginalSpriteCandidate,visiblePlaceholderBlock,unresolvedReason
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/black_cover","YouYou.YouYouImage","Image",false,true,true,"top+bottom+right",1,-0.8125,1.8125,-0.25,1.25,"0.5/0.5","0.5/0.5","0.5/0.5","1680/720","0/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",true,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/0.392",0.392157,"Simple",false,false,false,0,"",false,false,"sprite_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgBG","UnityEngine.UI.Image","Image",true,true,true,"top",0.001067,-0.100781,0.341406,0.996875,1.196875,"0.5/1","0.5/1","0/1","283/96","-189.5/4","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg","ba_xuecao_bg_extracted_png","283x96",false,-8318,"","download/artsources/uispriteres/uibattle.assetbundle","-6513747630806363901","283x96","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-6513747630806363901_ba_xuecao_bg.png","0/0/283/96","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgMask","UnityEngine.UI.Image","Image",false,true,true,"top",0,-0.092187,0.042188,1,1.1875,"0.5/0.5","0.5/0.5","0.5/0.5","86/84","-141/1","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"BG_touxiangkuang","BG_touxiangkuang_extracted_png","81x80",false,-8326,"","download/artsources/uispriteres/uicommonother.assetbundle","9178922751791648479","81x80","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\9178922751791648479_BG_touxiangkuang.png","0/0/81/80","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",false,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask","UnityEngine.UI.Image","Image",true,true,true,"top",0,-0.096094,0.042969,1,1.191667,"0.5/0.5","0.5/0.5","0.5/0.5","89/90","-142/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg4","ba_xuecao_bg4_extracted_png","89x90",false,-8332,"","download/artsources/uispriteres/uibattle.assetbundle","-4405646609548040644","89x90","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-4405646609548040644_ba_xuecao_bg4.png","0/0/89/90","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask/imgPlayerHeadIcon","YouYou.YouYouImage","Image",true,true,true,"top",0,-0.096094,0.042969,1,1.191667,"0.5/0.5","0.5/0.5","0.5/0.5","89/90","0/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"battlehead1001","battlehead1001_extracted_png","89x90",false,-8338,"","download/artsources/uispriteres/uiheroheadbattle.assetbundle","6810259492667770510","89x90","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\6810259492667770510_battlehead1001.png","0/0/89/90","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_toukuang","YouYou.YouYouImage","Image",false,true,true,"top",0.001845,-0.119375,0.068125,0.972917,1.222917,"0.5/0.5","0.5/0.5","0.5/0.5","120/120","-141.4/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"T_touxiangkuang","T_touxiangkuang_extracted_png","155x156",false,-8344,"","download/artsources/uispriteres/uicommonother.assetbundle","7219077478803846132","155x156","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\7219077478803846132_T_touxiangkuang.png","0/0/155/156","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",false,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgPlayerHPBG","UnityEngine.UI.Image","Image",true,true,true,"top",0,0.035937,0.473438,1,1.139583,"0.5/0.5","0.5/0.5","0.5/0.5","280/30","38/5","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"Image_blank","Image_blank_extracted_png","2x2",false,-8350,"","download/artsources/uispriteres/uicommonother.assetbundle","6617065208850742552","2x2","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\6617065208850742552_Image_blank.png","0/0/2/2","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgPlayerHPBG/bg","UnityEngine.UI.Image","Image",true,true,true,"top",0,0.035937,0.473438,1,1.139583,"0.5/0.5","0.5/0.5","0.5/0.5","280/30","0/0","-1/1/1","-0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg1","ba_xuecao_bg1_extracted_png","279x30",false,-8356,"","download/artsources/uispriteres/uibattle.assetbundle","6533218848006892483","279x30","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\6533218848006892483_ba_xuecao_bg1.png","0/0/279/30","132/0/132/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Filled",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgPlayerHPBG/imgPlayerHP_Red","YouYou.YouYouImage","Image",true,true,true,"top",0,0.035937,0.473438,1,1.139583,"0.5/0.5","0.5/0.5","0.5/0.5","280/30","0/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg5","ba_xuecao_bg5_extracted_png","279x30",false,-8362,"","download/artsources/uispriteres/uibattle.assetbundle","5060748896795759437","279x30","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\5060748896795759437_ba_xuecao_bg5.png","0/0/279/30","129/0/132/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Filled",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgPlayerHPBG/imgPlayerHP","YouYou.YouYouImage","Image",true,true,true,"top",0,0.035937,0.473438,1,1.139583,"0.5/0.5","0.5/0.5","0.5/0.5","280/30","0/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg3","ba_xuecao_bg3_extracted_png","279x30",false,-8368,"","download/artsources/uispriteres/uibattle.assetbundle","7955921820150679454","279x30","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7955921820150679454_ba_xuecao_bg3.png","0/0/279/30","128/0/130/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Filled",false,false,false,0,"",true,false,""
