status,path,name,componentType,activeSelf,activeInHierarchy,componentTypes,hasRectTransform,rectSize,anchoredPosition,anchorMin,anchorMax,pivot,localScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasSortingOrder,hasGraphic,graphicType,raycastTarget,color,materialName,hasButton,buttonInteractable,targetGraphicPath,evidence
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",true,"86/84","159/1.8","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask","im_mask","mask_candidate",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|MissingScript",true,"89/90","159/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_03_ui_normalbattle_heroitem/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|UnityEngine.Canvas|MissingScript|MissingScript",true,"127/119","4.5/-2.1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_03_ui_normalbattle_heroitem/imgMask","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|UnityEngine.Canvas|MissingScript|MissingScript",true,"127/119","4.5/-2.1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|UnityEngine.Canvas|MissingScript|MissingScript",true,"127/119","4.5/-2.1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask","im_mask","mask_candidate",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|MissingScript",true,"89/90","-142/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/im_mask","im_mask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|MissingScript",true,"145/145","-220/-33","0.5/0.5","0.5/0.5","0.5/0.5","0.64/0.64/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/1p/im_mask","im_mask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"97/97","0/-38","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"86/84","-141/1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/root_battle/TopCenter/PlayerInfo/imgPlayerHeadIcon/imgMask","imgMask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"78/79","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
