asset_name,path_id,attempt,output_size,classification,score,printable_ratio,lua_marker_count,prefix_hex,preview
Bubbles,1858797692842959531,raw_utf8_fallback,1738,encoded_text_prefix,27,0.571,0,41 2D 45 56 7B DE 6C 98 19 7F 48 5E BA 12 15 67 8B DB C7 C5 76 D8 0F 6E 5D 4A 3E F4 6C 8B 09 7B,"A-EV{\xDEl\x98\x19\x7FH^\xBA\x12\x15g\x8B\xDB\xC7\xC5v\xD8\x0Fn]J>\xF4l\x8B\t{FZ\x84[G\x18\x85\xC4\xAF\xCC=\xF8E-Q~y\x8D}\x984zE'\xAC\x14pq\x97\xD4\xC0\xDB.\xC5D.,Qb\x90j\xD13|G\r\xAC\x14e@\x98\xCB\xC0\xDA{\x83\x04HOQ7\xAEe\xC4#v[`\xAEH\x19I\x91\xDE\xCC\xC7_\xC4L&eXz\x8Ee\xC0.v\x14\x10\xAF[[V\x9B\x99\xD1\xC1v\xC5\r0CCb\x8Cg\x85?}M'\xA0\\x17@\xD0\xEA\xCD\xC6d\xE2C1R\n*\x90"
Bubbles,1858797692842959531,strip_prefix4,1734,binary,22,0.57,0,7B DE 6C 98 19 7F 48 5E BA 12 15 67 8B DB C7 C5 76 D8 0F 6E 5D 4A 3E F4 6C 8B 09 7B 46 5A 84 5B,"{\xDEl\x98\x19\x7FH^\xBA\x12\x15g\x8B\xDB\xC7\xC5v\xD8\x0Fn]J>\xF4l\x8B\t{FZ\x84[G\x18\x85\xC4\xAF\xCC=\xF8E-Q~y\x8D}\x984zE'\xAC\x14pq\x97\xD4\xC0\xDB.\xC5D.,Qb\x90j\xD13|G\r\xAC\x14e@\x98\xCB\xC0\xDA{\x83\x04HOQ7\xAEe\xC4#v[`\xAEH\x19I\x91\xDE\xCC\xC7_\xC4L&eXz\x8Ee\xC0.v\x14\x10\xAF[[V\x9B\x99\xD1\xC1v\xC5\r0CCb\x8Cg\x85?}M'\xA0\\x17@\xD0\xEA\xCD\xC6d\xE2C1R\n*\x90`\xC9zg"
Bubbles,1858797692842959531,security_xor_raw,1738,lua_like_text,168,1.0,4,6C 6F 63 61 6C 20 65 3D 43 6C 61 73 73 28 22 42 75 62 62 6C 65 73 22 2C 7B 7D 29 0A 65 2E 53 68,"local e=Class(""Bubbles"",{})\ne.ShowMap={}\ne.ShowInst=nil\ne.GTimer=nil\nfunction e.Refresh()\nif PlayerMgr.loginLoadComplete==false then return end\nif e.ShowInst==n"
Bubbles,1858797692842959531,getluabuff_security_xor_raw_bomspace,1738,lua_like_text,168,1.0,4,6C 6F 63 61 6C 20 65 3D 43 6C 61 73 73 28 22 42 75 62 62 6C 65 73 22 2C 7B 7D 29 0A 65 2E 53 68,"local e=Class(""Bubbles"",{})\ne.ShowMap={}\ne.ShowInst=nil\ne.GTimer=nil\nfunction e.Refresh()\nif PlayerMgr.loginLoadComplete==false then return end\nif e.ShowInst==n"
Bubbles,1858797692842959531,xxtea_soketkey_raw,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_soketkey_strip4,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_ass64_raw,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_ass64_strip4,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_ass16_raw,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_ass16_strip4,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_literal_A-EV_raw,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_literal_A-EV_strip4,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_literal_K7HT_raw,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xxtea_literal_K7HT_strip4,0,invalid,-100,0.0,0,,
Bubbles,1858797692842959531,xor_repeat_soketkey_raw,1738,binary,19,0.481,0,27 55 53 4E 23 D8 1B C0 7F 07 5E 46 E2 14 62 3F ED A3 D1 DD 2E DE 78 36 3B 32 28 EC 34 8D 7E 23,"'USN#\xD8\x1B\xC0\x7F\x07^F\xE2\x14b?\xED\xA3\xD1\xDD.\xDEx6;2(\xEC4\x8D~# ""\x92C\x1F\x1E\xF2\x9C\xC9\xB4+\xE0\x1D+&&\x1F\xF5k\x80l|2\x7F\xCAlfi\xCF\xD2\xB7\x83H\xBDR6tW\x15\xC8\x0C\xA9%d\x1F\x0B\xDBL\x038\x8E\xD3\x98\xDC\x0C\xDBb0YIo\xA8\x12\x9CE\x0EMx\xF6Nn\x11\xF7\xA6\xDA\xDF\x07\xC2;~\x03 l\x96=\xC6Y.rh\xB9C\x03P\xEC\xC1\xB7\xB9`\xDDU64\x1B\x04\xF4q\x9Dg{:\x7F\xC6$\x01X\x88\xEC\xBA\x9E\x02\x9AU)\n\x0C]\xC8"
Bubbles,1858797692842959531,xor_repeat_soketkey_strip4,1734,binary,19,0.483,0,1D A6 7A 80 41 79 3F 06 DC 6A 03 7F D3 DD B0 9D 10 A0 19 76 05 4C 49 AC 0A F3 1F 63 1E 5C F3 03,"\x1D\xA6z\x80Ay?\x06\xDCj\x03\x7F\xD3\xDD\xB0\x9D\x10\xA0\x19v\x05LI\xAC\n\xF3\x1Fc\x1E\\xF3\x03!`\x93\xDC\xF7\xCAJ\xA0#UGf!\x8B\n\xC0R\x02S?\xF4\x12\x07)\xF1\xAC\xD6\xC3v\xC33vJ)t\x882\xD7D$!u\xBA\x0C=F\xEF\x93\xA6\xA2m\x9B\N8\tQ\xD6s\xDC{p,8\xC80\x0FQ\xC9\xD8\xBB\x9F9\xBCZ>=^\r\xD6\x03\xB88nL\x16\xD8\x03=.\x8D\x81\x89\xC7\x01\x9DkHU[:\x8A\x10\xDDY\x05[?\xF8Z`\x18\xB6\x92\xDB\xDE<\xE44i4r<\x888\xCF\r?"
Bubbles,1858797692842959531,xor_repeat_ass64_raw,1738,binary,16,0.401,0,65 D7 0C CD 6B 53 0E C1 30 59 C9 39 F1 E5 84 8C BD C4 BF C2 3F 12 3A CC 6A 9D 8E 52 25 58 38 AE,e\xD7\x0C\xCDkS\x0E\xC10Y\xC99\xF1\xE5\x84\x8C\xBD\xC4\xBF\xC2?\x12:\xCCj\x9D\x8ER%X8\xAE\xDC\x01\xC2\xDDS\xE7\xA4\x0F\x13\xAF\x87\xE4\x0C\xD1\xC5Q\x81\xB8\xA4\xDE+on\x08\x9B@\xED\xBD\xD3\r\xB7\x1F\n?\r\xB5<\xDC\x00\xC9C\xF7\xB2\x1B\x0C\xFA=\xFFS_\xE0\xCC\x89\x10N!3\x9F\xFF\xF7~}T\x11\xB9-\x1D\xE6\xBA\xB78\x82-\xBDv\xDB\x168\xD8\t\x9Dm\xA3\xC8z\xD5\x05Y#D2\x97\x1F\x8F\xEC]\xF5;?^\x1D\xBD!\x1AK\xAA\xE6\xE2t\x8A\xDC\xCC\x96CoG\x99 \xF8dS5\xF3\x97\x1B\xD9\x1BE
Bubbles,1858797692842959531,xor_repeat_ass64_strip4,1734,binary,16,0.401,0,5F 24 25 03 09 F2 2A 07 93 34 94 00 C0 2C 56 2E 40 C7 77 69 14 80 0B 56 5B 5C B9 DD 0F 89 B5 8E,"_$%\x03\t\xF2*\x07\x934\x94\x00\xC0,V.@\xC7wi\x14\x80\x0BV[\\xB9\xDD\x0F\x89\xB5\x8E\xDDC\xC3B\xBB3\x1C3\xF9N\xEBb0q\xE9\xB7\xCCO\x9Ca\xB3\x01[^\xA0\x80]\x17j\x1C3\xEA\x08\xAB+\x0Bz\Q%n+-s.\xB7\t \xF6\xC5\x03\x84M\x82z\xF3\x00y\xD5bj\xA5j\xB54\x13_\xCF\x85!\xED\x0C\xE3\xA7\xF6:,\xA4\xEE\xA1\x9D\xF5\xF70\x0B\x05\x84tl\x02\x06U\x95\x18\x01\x01)\xCA\n\xD8r\x01\x05\xDC\x16[\xCC@\xEB\xAB\x86\xAB\xE6\xF5\xB5\xC1-(v\x93e\xDD\x9A6)\x1AK\xB2"
Bubbles,1858797692842959531,xor_single_best_raw_0x00,1738,encoded_text_prefix,27,0.571,0,41 2D 45 56 7B DE 6C 98 19 7F 48 5E BA 12 15 67 8B DB C7 C5 76 D8 0F 6E 5D 4A 3E F4 6C 8B 09 7B,"A-EV{\xDEl\x98\x19\x7FH^\xBA\x12\x15g\x8B\xDB\xC7\xC5v\xD8\x0Fn]J>\xF4l\x8B\t{FZ\x84[G\x18\x85\xC4\xAF\xCC=\xF8E-Q~y\x8D}\x984zE'\xAC\x14pq\x97\xD4\xC0\xDB.\xC5D.,Qb\x90j\xD13|G\r\xAC\x14e@\x98\xCB\xC0\xDA{\x83\x04HOQ7\xAEe\xC4#v[`\xAEH\x19I\x91\xDE\xCC\xC7_\xC4L&eXz\x8Ee\xC0.v\x14\x10\xAF[[V\x9B\x99\xD1\xC1v\xC5\r0CCb\x8Cg\x85?}M'\xA0\\x17@\xD0\xEA\xCD\xC6d\xE2C1R\n*\x90"
Bubbles,1858797692842959531,xor_single_best_strip4_0x03,1734,binary,23,0.577,0,78 DD 6F 9B 1A 7C 4B 5D B9 11 16 64 88 D8 C4 C6 75 DB 0C 6D 5E 49 3D F7 6F 88 0A 78 45 59 87 58,x\xDDo\x9B\x1A|K]\xB9\x11\x16d\x88\xD8\xC4\xC6u\xDB\x0Cm^I=\xF7o\x88\nxEY\x87XD\x1B\x86\xC7\xAC\xCF>\xFBF.R}z\x8E~\x9B7yF$\xAF\x17sr\x94\xD7\xC3\xD8-\xC6G-/Ra\x93i\xD20\x7FD\x0E\xAF\x17fC\x9B\xC8\xC3\xD9x\x80\x07KLR4\xADf\xC7 uXc\xADK\x1AJ\x92\xDD\xCF\xC4\\xC7O%f[y\x8Df\xC3-u\x17\x13\xACXXU\x98\x9A\xD2\xC2u\xC6\x0E3@@a\x8Fd\x86<~N$\xA3_\x14C\xD3\xE9\xCE\xC5g\xE1@2Q\t)\x93c\xCAyd
MainPageLimitMgr,-9035189407698220568,raw_utf8_fallback,19726,encoded_text_prefix,27,0.57,0,41 2D 45 56 7B DE 66 98 28 76 58 58 A0 48 52 0D D9 FD C4 DD 72 E5 42 26 43 18 53 9F 7D C4 0E 72,"A-EV{\xDEf\x98(vXX\xA0HR\r\xD9\xFD\xC4\xDDr\xE5B&C\x18S\x9F}\xC4\x0ErKA\xAC\x15tW\x9B\xD8\xD1\xCC<\xDCB0JSZ\x9Fy\x8A\x1EGdL\xA0T{L\x93\xD0\xD1\xFDz\xC6H\x06dzx\x9Al\xC9}:#A\xA6YVI\xDE\xD0\x98\xDBv\xDAX+TR?\xD9M\xC4.rgB\xAD_\x18a\x9F\xCD\xC4\xFDr\xC9A'\tte\x9Bh\xD1?<^B\xBBVSh\x9F\xC9\x8A\xEDG\xE6L+Hvt\x8A`\xD33gPg\xBCWGa\xBC\xF4\xCA\xCDv\xC7\nk,[x\x9D"
