bundle,component_path_id,game_object_id,game_object_name,script_id,text,font_size,alignment,raycast_target,color_r,color_g,color_b,color_a
download/ui/uiprefabandres/maininterface.assetbundle,-9075025307981695997,-6005187361460479994,text,-5755350681981302373,수령 ,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8842570151588361151,-7349131133143407055,text_youjian,-5755350681981302373,      d,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8832976236568273424,-7295124886294054497,txt_act_name,-5755350681981302373,,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8785529312977370068,-6388828218037548926,text_off,-5755350681981302373,마을,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8686722307351452481,8323713141565151266,text_name,-7978266203517415465,시스템 ,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8548314998860509617,4149620439162436217,text_fight_num,-5755350681981302373,"844,651,695",26.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8358797115357997715,4512528125967927824,text_youjian,-5755350681981302373,      dadfadsfadsf,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8318630676036174251,2553992600669226189,text_wanfaTips,-5755350681981302373,000,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8010001099342242387,-2002401583210569359,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7855073822951797152,-6041248253756072020,text_level_num,-5755350681981302373,12,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7548399963800416050,-7982451266254442775,lab_shangdian_text,-5755350681981302373,상점 ,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7344444113943444083,-7741460210314033726,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7001099708774699602,5716084942009330476,text_tmp_message (1),-5755350681981302373,천하 쟁패 열렬히 진행 중!,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6963228740554706761,6235884102698714236,text_wanfaTips,-5755350681981302373,000,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6925197596620428308,7161233510276806440,txt_face_name,-5755350681981302373,옷장 속 약속,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6872768666126068714,-5038400558281525007,text_wanfaTips,-5755350681981302373,,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6818907815447891745,-7961927376928750478,text_youjian,-5755350681981302373,      d,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6539234352139627902,-2568686707463358350,text_wanfaTips,-5755350681981302373,,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6376659564963010681,6989945350092074715,text_name,-7978266203517415465,시스템 ,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6171576233270972405,-1883118041253902306,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6020606819238375932,-5955704976088786855,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5626267715295998269,-8375142999910234370,tmp_bubble_pro,-5755350681981302373,0%,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5331064463774840777,-6583767661166205574,text_wanfaTips,-5755350681981302373,,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5252942855402382320,-6372320186030668855,text_youjian,-5755350681981302373,,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5221493122430570029,-1315993129005937158,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4747315768451741140,-642145601148978621,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4719942701293263070,-8795012448601939192,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4698591989917927995,-5639841623893862463,text_name,-7978266203517415465,시스템 ,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4679910941068541077,-3208386341019603539,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4657193011517220830,6399032237056098636,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4616237029522372465,-6585112581559350160,text_message,-7978266203517415465,동맹에 가입하면 400홍옥을 획득할 수 있습니다,20,4,0,0.27843138575553894,0.24313725531101227,0.2078431397676468,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4562632481229212548,-63333470463546325,txt_face_time,-5755350681981302373,10:10,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4557561921863122656,-2141157803510213047,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4536177973001128485,-8785160916621469625,txt_act_name,-5755350681981302373,옷장의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4266749706999477775,6957178394920827744,text_temporary_buff,-5755350681981302373,보너스 발동 중,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4153891689386772735,4337440627242472922,text_wanfaTips,-5755350681981302373,개최 중,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4026675507575082113,-3899332699982458604,txt_act_name,-5755350681981302373,옷장의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3994136810415134093,-5030543243302824793,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3858624121484597821,-7355809044290086139,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3600855773427548556,-926212944341804861,txt_act_leftTime,-5755350681981302373,10:10:10,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3439184744174724072,8339887719812294043,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3293142939939209297,-7326818543664987603,text_name,-5755350681981302373,모험,28.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3143585305720165528,-6385402897518220814,text_actBanner_nun,-7978266203517415465,10,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2957374496632782462,1432122010037201562,lab_renwu_text,-5755350681981302373,세 ,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2839090340222616229,-819521724186643816,text,-5755350681981302373,임무 설명,18.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2551577209855462847,-2419639228354464084,txt_act_name,-5755350681981302373,옷장의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2476915510914892419,8653809507658379881,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2369142647594526233,3949935945273723311,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2312606369372106433,-3356654974546260300,txt_taskName,-5755350681981302373,123456789하하하하（ ）,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2225395521712408118,178585903253559835,text,-5755350681981302373,수령 ,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2028628353578089832,-4683327800261080248,text_vip_num,-5755350681981302373,10,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2005166804734993153,-4473345024729134793,text_notice_desc,-5755350681981302373,임무 설명,18.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1989298952755557513,4265595133686228730,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1961083730743611690,-1832995482963497425,text_off,-5755350681981302373,소환수,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1506753302403519926,1671632182902861406,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1321490898155011159,4668531496860081711,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-960054914133671743,-2420845226721817554,text_youjian,-5755350681981302373,      dadfadsfadsf,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-860432529618070325,-4167614338200313322,text_message,-7978266203517415465,4시간의 방치 보상을 누적했습니다. 수령하세요!,20,4,0,1.0,1.0,1.0,1.0
