objectPath,fieldName,category,requirementLevel,unblockCategory,unlocksRouteHudStaticReview,unlocksTmpMaskRehydrationReview,confirmsHandlerRuntimeOnly,separatePayloadBlocker,safeToPatchNow,requiredEvidenceBeforePatch
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/txtBeControl,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/txtBeControl,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/txtBeControl,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/txtBeControl,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,activeInHierarchy,active_chain,blocked-by-component-rehydration,unlock_route_hud_static_scene_patch_review_later,true,false,false,false,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,activeSelf,active_chain,blocked-by-component-rehydration,unlock_route_hud_static_scene_patch_review_later,true,false,false,false,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,enabled,active_chain,blocked-by-component-rehydration,unlock_route_hud_static_scene_patch_review_later,true,false,false,false,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,parentActiveChain,active_chain,blocked-by-component-rehydration,unlock_route_hud_static_scene_patch_review_later,true,false,false,false,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,parentActiveChain,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,activeInHierarchy,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,activeSelf,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,enabled,active_chain,blocked-by-component-rehydration,separate_payload_or_card_ui_blocker_do_not_mix_into_hud_patch,false,false,false,true,false,approved original runtime snapshot value; component/script rehydration evidence when applicable
