rowCategory,battleListCandidateStatus,side,waveNo,slot,heroDidOrMonsterId,payloadHeroId,datatable,datatableFound,modelId,modelFound,prefabId,expectedBattleActorBundle,bundleExists,localStatus,reason,sysPrefabAssetPath,skillDidList,nameKey,cardPresentInB54,cardActiveInHierarchy,cardImageWithSpriteCount,b54ActiveActorRows,b54DisabledLegacyActorRows,b57BundleLoaded,b57PrefabInstantiated,b57CapturePixelSignal,b67CapturePixelSignal,b67ContentRectInterpretation,currentBattleVisibilityStatus,notPromotableWeakMatchNote,sourceEvidence
actor_card,source_known_missing_bundle,our,,1,1036,51469,DTHeroEntity,True,1036,True,1036,download/roleprefabsandres/battleprefabandres/1036.assetbundle,False,not_fetchable_local,1036 actor bundle is present in CDNVersionFile but absent locally; CDN acquisition trace found no asset CDN build rule,Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,1036101|1036201|1036301|1036401|1036402,heroname_1036,True,True,9,0,0,,,,,,card_source_known_actor_missing_bundle,1036 same-name rolebigsetpainting/skillprefabs matches were rejected,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,ready_local,our,,2,1002,50870,DTHeroEntity,True,1002,True,1002,download/roleprefabsandres/battleprefabandres/1002.assetbundle,True,loadable,actor bundle and spine evidence exist locally,Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1002/Hero_1002.prefab,1002101|1002201|1002301,heroname_1002,True,True,11,1,1,,,,True,source-backed local subset actor; not full formation proof,source_backed_visible_local_subset,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,ready_local,our,,3,1034,50874,DTHeroEntity,True,1034,True,1034,download/roleprefabsandres/battleprefabandres/1034.assetbundle,True,loadable,actor bundle and spine evidence exist locally,Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1034/Hero_1034.prefab,1034101|1034201|1034301|1034401|1034402,heroname_1034,True,True,10,1,1,,,,True,source-backed local subset actor; not full formation proof,source_backed_visible_local_subset,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,ready_local,enemy,1,1,1100111,-1,DTMonster_KEntity,True,3001,True,3001,download/roleprefabsandres/battleprefabandres/3001.assetbundle,True,loadable,actor bundle and spine evidence exist locally,Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/3001/Hero_3001.prefab,1012101|1012201|1012301|1012401|1012403,monstername_3001,False,,,1,0,,,,True,source-backed local subset actor; not full formation proof,source_backed_visible_local_subset,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,1,2,1100112,-2,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012201|1012301|1012401|1012403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,1,3,1100113,-3,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012201|1012301|1012401|1012403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,2,1,1100121,-1,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012201|1012301|1012401|1012403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,2,2,1100122,-2,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012201|1012301|1012401|1012403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,2,3,1100123,-3,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012201|1012301|1012401|1012403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
actor_card,unresolved_source_chain,enemy,3,1,1100131,-1,,False,,False,,,False,unresolved_enemy_payload_instance,payload enemy id has no authoritative DTMonster_* row or alias in local evidence,,1012101|1012101|1001401|1001403,,False,,,0,0,,,,,,unresolved_actor_not_placed,,BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED + BATTLE54/BATTLE57/BATTLE67
