local e=
{
ByIdx={
{1100110,2300,3200,1000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{1100210,2700,1100,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1100310,800,1300,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,40,0},
{1100311,2000,1600,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,40,0},
{1100312,800,1300,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,40,0},
{1100410,3500,2000,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1100510,1200,170,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1100511,500,400,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1100512,500,1000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1100513,1875,800,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110110,600,609,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110111,751,609,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110112,1500,1300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110113,1575,1250,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110210,796,609,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110211,1500,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110212,1800,1100,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110310,771,762,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110311,1800,1250,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110312,1695,1400,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110410,900,802,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110411,2100,1200,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
{1110412,3000,2000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,700,10,0},
{1110510,1800,432,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,10,0},
