local e=
{
ByIdx={
{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
{2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{3,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1},
{4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{8,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1},
{9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
{10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
{11,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{12,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{13,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
{15,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
{17,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{18,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{19,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{20,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{21,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1},
{22,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1},
{23,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1},
{24,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{25,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{26,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{27,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{28,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{29,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{30,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{31,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{32,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{33,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{34,2,1,1,1,1,1,1,1,1,1,1,1,24,24,1,1},
{35,2,1,1,1,1,1,1,1,1,1,1,1,35,35,1,1},
{36,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{37,2,1,1,1,1,1,1,1,1,1,1,1,35,35,1,1},
{38,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
{39,2,1,1,1,1,1,1,1,1,1,1,1,19,19,1,1},
{40,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1},
