local e=
{
ByIdx={
{101005,1005,15005,18005,19005,15005,24,1,1},
{101018,1018,15018,18018,19018,15018,23,1,1},
{101020,1020,15020,18020,19020,15020,22,1,1},
{101021,1021,15021,18021,19021,15021,21,1,1},
{101022,1022,15022,18022,19022,15022,20,1,1},
{101025,1025,15025,18025,19025,15025,19,1,1},
{101031,1031,15031,18031,19031,15031,18,1,1},
{101032,1032,15032,18032,19032,15032,17,1,1},
{101037,1037,15037,18037,19037,15037,16,1,1},
{101045,1045,15045,18045,19045,15045,15,1,1},
{101046,1046,15046,18046,19046,15046,14,1,1},
{101048,1048,15048,18048,19048,15048,13,1,1},
{101049,1049,15049,18049,19049,15049,12,1,0},
{101050,1050,15050,18050,19050,15050,11,1,1},
{101053,1053,15053,18053,19053,15053,10,1,1},
{101054,1054,15054,18054,19054,15054,9,1,1},
{101055,1055,15055,18055,19055,15055,8,1,1},
{101057,1057,15057,18057,19057,15057,7,1,1},
{101059,1059,15059,18059,19059,15059,6,1,1},
{101060,1060,15060,18060,19060,15060,5,1,1},
{101064,1064,15064,18064,19064,15064,4,1,1},
{101067,1067,15067,18067,19067,15067,3,1,1},
{101010,1010,15010,18010,19010,15010,2,1,1},
{101063,1063,15063,18063,19063,15063,1,1,1},
{201005,1005,15005,18005,19005,15005,60,2,1},
{201010,1010,15010,18010,19010,15010,59,2,1},
{201018,1018,15018,18018,19018,15018,58,2,1},
{201020,1020,15020,18020,19020,15020,57,2,1},
{201021,1021,15021,18021,19021,15021,56,2,1},
{201022,1022,15022,18022,19022,15022,55,2,1},
{201031,1031,15031,18031,19031,15031,54,2,1},
{201032,1032,15032,18032,19032,15032,53,2,1},
{201037,1037,15037,18037,19037,15037,52,2,1},
{201045,1045,15045,18045,19045,15045,51,2,1},
{201046,1046,15046,18046,19046,15046,50,2,1},
{201048,1048,15048,18048,19048,15048,49,2,1},
{201049,1049,15049,18049,19049,15049,48,2,0},
{201050,1050,15050,18050,19050,15050,47,2,1},
{201053,1053,15053,18053,19053,15053,46,2,1},
{201054,1054,15054,18054,19054,15054,45,2,1},
{201055,1055,15055,18055,19055,15055,44,2,1},
{201057,1057,15057,18057,19057,15057,43,2,1},
{201059,1059,15059,18059,19059,15059,42,2,1},
{201060,1060,15060,18060,19060,15060,41,2,1},
{201067,1067,15067,18067,19067,15067,40,2,1},
{201063,1063,15063,18063,19063,15063,39,2,1},
{201064,1064,15064,18064,19064,15064,38,2,1},
{201025,1025,15025,18025,19025,15025,37,2,1},
{201052,1052,15052,18052,19052,15052,36,2,1},
{201056,1056,15056,18056,19056,15056,35,2,1},
{201070,21070,15070,18070,19070,15070,34,2,1},
{201033,1033,15033,18033,19033,15033,33,2,1},
{201036,1036,15036,18036,19036,15036,32,2,1},
{201034,1034,15034,18034,19034,15034,31,2,1},
{201038,1038,15038,18038,19038,15038,30,2,1},
{201072,21072,15072,18072,19072,15072,29,2,1},
{201008,1008,15008,18008,19008,15008,28,2,1},
{201068,1068,15068,18068,19068,15068,27,2,1},
{221073,21073,15073,18073,19073,15073,26,2,1},
{201065,1065,15065,18065,19065,15065,25,2,1},
{201061,1061,15061,18061,19061,15061,24,2,1},
{201077,21077,15077,18077,19077,15077,23,2,1},
{201027,1027,15027,18027,19027,15027,22,2,1},
{221076,21076,15076,18076,19076,15076,21,2,1},
{221074,21074,15074,18074,19074,15074,20,2,1},
{201062,1062,15062,18062,19062,15062,19,2,1},
{221083,21083,15083,18083,19083,15083,18,2,1},
{221078,21078,15078,18078,19078,15078,17,2,1},
{221082,21082,15082,18082,19082,15082,16,2,1},
{221080,21080,15080,18080,19080,15080,15,2,1},
{221079,21079,15079,18079,19079,15079,14,2,1},
{221075,21075,15075,18075,19075,15075,13,2,1},
{201047,1047,15047,18047,19047,15047,12,2,1},
{221081,21081,15081,18081,19081,15081,11,2,1},
{201003,1003,15003,18003,19003,15003,10,2,1},
{221085,21085,15085,18085,19085,15085,9,2,1},
{221084,21084,15084,18084,19084,15084,8,2,1},
{221086,21086,15086,18086,19086,15086,7,2,1},
{201058,1058,15058,18058,19058,15058,6,2,1},
{221090,21090,15090,18090,19090,15090,5,2,1},
{221087,21087,15087,18087,19087,15087,4,2,1},
{221089,21089,15089,18089,19089,15089,3,2,1},
{221088,21088,15088,18088,19088,15088,2,2,1},
{221101,21101,15101,18101,19101,15101,1,2,1},
{301005,1005,15005,18005,19005,15005,60,3,1},
{301010,1010,15010,18010,19010,15010,59,3,1},
{301018,1018,15018,18018,19018,15018,58,3,1},
{301020,1020,15020,18020,19020,15020,57,3,1},
{301021,1021,15021,18021,19021,15021,56,3,1},
{301022,1022,15022,18022,19022,15022,55,3,1},
{301031,1031,15031,18031,19031,15031,54,3,1},
{301032,1032,15032,18032,19032,15032,53,3,1},
{301037,1037,15037,18037,19037,15037,52,3,1},
{301045,1045,15045,18045,19045,15045,51,3,1},
{301046,1046,15046,18046,19046,15046,50,3,1},
{301048,1048,15048,18048,19048,15048,49,3,1},
{301049,1049,15049,18049,19049,15049,48,3,0},
{301050,1050,15050,18050,19050,15050,47,3,1},
{301053,1053,15053,18053,19053,15053,46,3,1},
{301054,1054,15054,18054,19054,15054,45,3,1},
{301055,1055,15055,18055,19055,15055,44,3,1},
{301057,1057,15057,18057,19057,15057,43,3,1},
{301059,1059,15059,18059,19059,15059,42,3,1},
{301060,1060,15060,18060,19060,15060,41,3,1},
{301067,1067,15067,18067,19067,15067,40,3,1},
{301063,1063,15063,18063,19063,15063,39,3,1},
{301064,1064,15064,18064,19064,15064,38,3,1},
{301025,1025,15025,18025,19025,15025,37,3,1},
{301052,1052,15052,18052,19052,15052,36,3,1},
{301056,1056,15056,18056,19056,15056,35,3,1},
{301070,21070,15070,18070,19070,15070,34,3,1},
{301033,1033,15033,18033,19033,15033,33,3,1},
{301036,1036,15036,18036,19036,15036,32,3,1},
{301034,1034,15034,18034,19034,15034,31,3,1},
{301038,1038,15038,18038,19038,15038,30,3,1},
{301072,21072,15072,18072,19072,15072,29,3,1},
{301008,1008,15008,18008,19008,15008,28,3,1},
{301068,1068,15068,18068,19068,15068,27,3,1},
{321073,21073,15073,18073,19073,15073,26,3,1},
{301065,1065,15065,18065,19065,15065,25,3,1},
{301061,1061,15061,18061,19061,15061,24,3,1},
{301077,21077,15077,18077,19077,15077,23,3,1},
{301027,1027,15027,18027,19027,15027,22,3,1},
{321076,21076,15076,18076,19076,15076,21,3,1},
{321074,21074,15074,18074,19074,15074,20,3,1},
{301062,1062,15062,18062,19062,15062,19,3,1},
{321083,21083,15083,18083,19083,15083,18,3,1},
{321078,21078,15078,18078,19078,15078,17,3,1},
{321082,21082,15082,18082,19082,15082,16,3,1},
{321080,21080,15080,18080,19080,15080,15,3,1},
{321079,21079,15079,18079,19079,15079,14,3,1},
{321075,21075,15075,18075,19075,15075,13,3,1},
{301047,1047,15047,18047,19047,15047,12,3,1},
{321081,21081,15081,18081,19081,15081,11,3,1},
{301003,1003,15003,18003,19003,15003,10,3,1},
{321085,21085,15085,18085,19085,15085,9,3,1},
{321084,21084,15084,18084,19084,15084,8,3,1},
{321086,21086,15086,18086,19086,15086,7,3,1},
{301058,1058,15058,18058,19058,15058,6,3,1},
{321090,21090,15090,18090,19090,15090,5,3,1},
{321087,21087,15087,18087,19087,15087,4,3,1},
{321089,21089,15089,18089,19089,15089,3,3,1},
{321088,21088,15088,18088,19088,15088,2,3,1},
{321101,21101,15101,18101,19101,15101,1,3,1}
},
Len=144
}
return e 
