local e=
{
ByIdx={
{1,25301,1,1,1001,1000,"2530101_2530102"},
{2,25301,2,2,1001,500,"2530102_2530201"},
{3,25302,1,1,1002,1000,"2530201_2530202"},
{4,25302,2,2,1002,1000,"2530202_2530301"},
{5,25303,1,1,1003,1000,"2530301_2530302"},
{6,25303,2,2,1003,1000,"2530302_2530401"},
{7,25304,1,1,1003,1000,"2530401_2530402"},
{8,25304,2,2,1003,1000,"2530402_2530501"},
{9,25305,1,1,1004,1000,"2530501_2530502"},
{10,25305,2,2,1004,1000,"2530502_2530601"},
{11,25306,1,1,1005,1000,"2530601_2530602"},
{12,25306,2,2,1005,1000,"2530602_2530701"},
{13,25307,1,1,1006,1000,"2530701_2530704"},
{14,25307,2,2,1006,1000,""},
{15,25307,2,1,1006,1000,""},
{16,25307,2,2,1006,1000,""},
{17,25307,2,1,1006,1000,""},
{18,25307,2,2,1006,1000,"2530704_2530705"},
{19,25307,3,1,1006,1000,""},
{20,25307,3,2,1006,1000,""},
{21,25307,3,1,1006,1000,""},
{22,25307,3,2,1006,1000,""},
{23,25307,3,1,1006,1000,"2530705_2530706"},
{24,25307,4,2,1006,1000,""},
{25,25307,4,1,1006,1000,""},
{26,25307,4,2,1006,1000,""},
{27,25307,4,1,1006,1000,""},
{28,25307,4,2,1006,1000,""},
{29,25307,4,1,1006,1000,""},
{30,25307,4,2,1006,1000,""},
{31,25307,4,1,1006,1000,""},
{32,25307,4,2,1006,1000,""},
{33,25307,4,1,1006,1000,""},
{34,25307,4,2,1006,1000,""},
{35,25307,4,1,1006,1000,""},
{36,25307,4,2,1006,1000,""},
{37,25307,4,1,1006,1000,""},
{38,25307,4,2,1006,1000,""},
{39,25307,4,1,1006,1000,""},
{40,25307,4,2,1006,1000,""},
{41,25307,4,1,1006,1000,""},
{42,25307,4,2,1006,1000,""},
{43,25307,4,1,1006,1000,""},
{44,25307,4,2,1006,1000,""},
{45,25307,4,1,1006,1000,""},
{46,25307,4,2,1006,1000,""},
{47,25307,4,1,1006,1000,""},
{48,25307,4,2,1006,1000,""},
{49,25307,4,1,1006,1000,""},
{50,25307,4,2,1006,1000,""}
},
Len=50
}
return e 
