local e=
{
ByIdx={
{1,100,1,0,0,0,1,1},
{2,200,2,0,0,0,2,2},
{3,400,4,0,0,0,3,3},
{4,600,6,0,0,0,4,4},
{5,800,8,0,0,0,5,5},
{6,1000,10,0,0,0,6,6},
{7,2000,14,1,0,0,8,4},
{8,3000,18,2,0,0,10,5},
{9,4000,22,3,0,0,13,7},
{10,5000,31,4,0,0,18,9},
{11,6000,35,5,0,0,20,10},
{12,7000,39,6,0,0,23,12},
{13,8000,43,7,0,0,25,13},
{14,9000,47,8,0,0,28,14},
{15,10000,51,9,0,0,30,15},
{16,11000,55,10,0,0,33,17},
{17,12000,59,11,0,0,35,18},
{18,13000,63,12,0,0,38,19},
{19,14000,67,13,0,0,40,20},
{20,15000,71,14,0,0,43,22},
{21,16000,75,15,0,0,45,23},
{22,17000,79,16,0,0,48,24},
{23,18000,80,17,0,0,50,25},
{24,19000,80,18,0,0,53,27},
{25,20000,80,19,0,0,55,28},
{26,21000,80,20,0,0,58,29},
{27,22000,80,21,0,0,60,30},
{28,23000,80,22,0,0,63,32},
{29,24000,80,23,0,0,65,33},
{30,26000,80,24,1,0,65,33},
{31,28000,80,25,2,0,65,33},
{32,30000,80,26,3,0,65,33},
{33,32000,80,27,4,0,65,33},
{34,34000,80,28,5,0,65,33},
{35,36000,80,29,5,0,65,33},
{36,38000,80,30,5,0,65,33},
{37,40000,80,31,5,0,65,33},
{38,42000,80,32,5,0,65,33},
{39,44000,80,33,5,0,65,33},
{40,46000,80,34,5,0,65,33},
{41,48000,80,35,5,0,65,33},
{42,50000,80,36,5,0,65,33},
{43,52000,79,37,5,0,65,33},
{44,54000,77,38,5,0,65,33},
{45,56000,75,39,5,0,65,33},
{46,58000,73,40,5,0,65,33},
{47,60000,71,41,5,0,65,33},
{48,65000,69,42,5,0,65,33},
{49,70000,67,43,5,0,65,33},
{50,75000,65,44,5,0,65,33},
{51,80000,63,45,5,0,65,33},
{52,85000,61,46,5,0,65,33},
{53,90000,59,47,5,0,65,33},
{54,95000,57,48,5,0,65,33},
{55,100000,55,49,5,0,65,33},
{56,105000,53,50,5,0,65,33},
{57,110000,51,51,5,0,65,33},
{58,115000,50,52,5,0,65,33},
{59,120000,50,53,5,0,65,33},
{60,140000,50,54,5,0,65,33},
{61,160000,50,55,5,0,65,33},
{62,180000,50,56,5,0,65,33},
{63,200000,50,57,5,1,65,33},
{64,220000,50,58,5,2,65,33},
{65,240000,50,59,5,3,65,33},
{66,260000,50,60,5,4,65,33},
{67,280000,50,61,5,5,65,33},
{68,300000,50,62,5,6,65,33},
{69,320000,50,63,5,7,65,33},
{70,340000,50,64,5,8,65,33},
{71,360000,50,65,5,9,65,33},
{72,380000,50,66,5,10,65,33},
{73,400000,50,67,5,11,65,33},
{74,420000,50,68,5,12,65,33},
{75,440000,50,69,5,13,65,33},
{76,460000,50,70,5,14,65,33},
{77,480000,50,70,5,15,65,33},
{78,500000,50,70,5,16,65,33},
{79,520000,50,70,5,17,65,33},
{80,540000,50,70,5,18,65,33},
{81,560000,50,70,5,19,65,33},
{82,580000,50,70,5,20,65,33},
{83,600000,50,70,5,21,65,33},
{84,620000,50,70,5,22,65,33},
{85,640000,50,70,5,23,65,33},
{86,660000,50,70,5,24,65,33},
{87,680000,50,70,5,25,65,33},
{88,700000,50,70,5,26,65,33},
{89,720000,50,70,5,27,65,33},
{90,740000,50,70,5,28,65,33},
{91,760000,50,70,5,29,65,33},
{92,780000,50,70,5,30,65,33},
{93,800000,50,70,5,30,65,33},
{94,820000,50,70,5,30,65,33},
{95,840000,50,70,5,30,65,33},
{96,860000,50,70,5,30,65,33},
{97,880000,50,70,5,30,65,33},
{98,900000,50,70,5,30,65,33},
{99,920000,50,70,5,30,65,33},
{100,940000,50,70,5,30,65,33},
{101,960000,50,70,5,30,65,33},
{102,980000,50,70,5,30,65,33},
{103,1000000,50,70,5,30,65,33},
{104,1020000,50,70,5,30,65,33},
{105,1040000,50,70,5,30,65,33},
{106,1060000,50,70,5,30,65,33},
{107,1080000,50,70,5,30,65,33},
{108,1100000,50,70,5,30,65,33},
{109,1120000,50,70,5,30,65,33},
{110,1140000,50,70,5,30,65,33},
{111,1160000,50,70,5,30,65,33},
{112,1180000,50,70,5,30,65,33},
{113,1200000,50,70,5,30,65,33},
{114,1220000,50,70,5,30,65,33},
{115,1240000,50,70,5,30,65,33},
{116,1260000,50,70,5,30,65,33},
{117,1280000,50,70,5,30,65,33},
{118,1300000,50,70,5,30,65,33},
{119,1320000,50,70,5,30,65,33},
{120,1340000,50,70,5,30,65,33},
{121,1360000,50,70,5,30,65,33},
{122,1380000,50,70,5,30,65,33},
{123,1400000,50,70,5,30,65,33},
{124,1420000,50,70,5,30,65,33},
{125,9999999,50,70,5,30,65,33}
},
Len=125
}
return e 
