local e=
{
ByIdx={
{1011,1,1,1,1,24011,1},
{1012,1,2,1,1,24012,1},
{1013,1,3,1,1,24011,1},
{1014,1,4,1,1,24012,1},
{1015,1,5,1,1,24011,1},
{1021,2,1,1,1,24021,1},
{1022,2,2,1,1,24022,1},
{1023,2,3,1,30,24021,1},
{1024,2,4,1,34,24022,1},
{1025,2,5,1,39,24021,1},
{1031,3,1,1,44,24031,1},
{1032,3,2,1,50,24031,1},
{1033,3,3,1,56,24031,1},
{1034,3,4,1,60,24032,1},
{1035,3,5,1,64,24031,1},
{1041,4,1,1,71,24041,1},
{1042,4,2,1,77,24042,1},
{1043,4,3,1,82,24041,1},
{1044,4,4,1,87,24042,1},
{1045,4,5,1,92,24041,1},
{1051,15,1,1,96,24041,1},
{1052,15,2,1,100,24042,1},
{1053,15,3,1,102,24041,1},
{1054,15,4,1,104,24042,1},
{1055,15,5,1,107,24041,1},
{1061,16,1,1,109,24041,1},
{1062,16,2,1,111,24042,1},
{1063,16,3,1,112,24041,1},
{1064,16,4,1,114,24042,1},
{1065,16,5,1,116,24041,1},
{1071,17,1,117,117,24061,1},
{1072,17,2,119,119,24062,1},
{1073,17,3,120,120,24061,1},
{1074,17,4,123,123,24062,1},
{1075,17,5,125,125,24061,1},
{1081,18,1,126,126,24041,1},
{1082,18,2,127,127,24042,1},
{1083,18,3,128,128,24041,1},
{1084,18,4,129,129,24042,1},
{1085,18,5,129,129,24041,1},
{1091,19,1,130,130,24101,1},
{1092,19,2,130,130,24102,1},
{1093,19,3,131,131,24101,1},
{1094,19,4,132,132,24102,1},
{1095,19,5,132,132,24101,1},
{1101,20,1,133,133,24041,1},
{1102,20,2,133,133,24042,1},
{1103,20,3,134,134,24041,1},
{1104,20,4,135,135,24042,1},
{1105,20,5,135,135,24041,1},
{1111,21,1,136,136,24061,1},
{1112,21,2,136,136,24062,1},
{1113,21,3,137,137,24061,1},
{1114,21,4,138,138,24062,1},
{1115,21,5,138,138,24061,1},
{1121,22,1,139,139,24041,1},
{1122,22,2,139,139,24042,1},
{1123,22,3,140,140,24041,1},
{1124,22,4,140,140,24042,1},
{1125,22,5,140,140,24041,1},
{1131,23,1,140,140,24061,1},
{1132,23,2,140,140,24062,1},
{1133,23,3,140,140,24061,1},
{1134,23,4,140,140,24062,1},
{1135,23,5,140,140,24061,1},
{1141,24,1,140,140,24041,1},
{1142,24,2,140,140,24042,1},
{1143,24,3,140,140,24041,1},
{1144,24,4,140,140,24042,1},
{1145,24,5,140,140,24041,1},
{2011,5,1,25,1,24051,2},
{2012,5,2,25,1,24052,2},
{2013,5,3,25,1,24051,2},
{2014,5,4,25,1,24052,2},
{2015,5,5,25,30,24051,2},
{2021,6,1,30,44,24061,2},
{2022,6,2,30,53,24062,2},
{2023,6,3,30,59,24061,2},
{2024,6,4,30,66,24062,2},
{2025,6,5,30,73,24061,2},
{2031,7,1,35,79,24071,2},
{2032,7,2,35,89,24072,2},
{2033,7,3,35,97,24071,2},
{2034,7,4,35,103,24072,2},
{2035,7,5,35,108,24071,2},
{2041,8,1,40,111,24081,2},
{2042,8,2,40,115,24082,2},
{2043,8,3,40,118,24081,2},
{2044,8,4,40,121,24082,2},
{2045,8,5,40,124,24081,2},
{2051,25,1,40,126,24081,2},
{2052,25,2,40,129,24082,2},
{2053,25,3,40,130,24081,2},
{2054,25,4,40,131,24082,2},
{2055,25,5,40,132,24081,2},
{2061,26,1,40,134,24081,2},
{2062,26,2,40,135,24082,2},
{2063,26,3,40,136,24081,2},
{2064,26,4,40,137,24082,2},
{2065,26,5,40,138,24081,2},
{2071,27,1,139,139,24081,2},
{2072,27,2,140,140,24082,2},
{2073,27,3,141,141,24081,2},
{2074,27,4,141,141,24082,2},
{2075,27,5,142,142,24081,2},
{2081,28,1,143,143,24081,2},
{2082,28,2,143,143,24082,2},
{2083,28,3,144,144,24081,2},
{2084,28,4,144,144,24082,2},
{2085,28,5,145,145,24081,2},
{2091,29,1,146,146,24081,2},
{2092,29,2,146,146,24082,2},
{2093,29,3,147,147,24081,2},
{2094,29,4,147,147,24082,2},
{2095,29,5,148,148,24081,2},
{2101,30,1,149,149,24081,2},
{2102,30,2,149,149,24082,2},
{2103,30,3,150,150,24081,2},
{2104,30,4,150,150,24082,2},
{2105,30,5,150,150,24081,2},
{2111,31,1,150,150,24081,2},
{2112,31,2,150,150,24082,2},
{2113,31,3,150,150,24081,2},
{2114,31,4,150,150,24082,2},
{2115,31,5,150,150,24081,2},
{2121,32,1,150,150,24081,2},
{2122,32,2,150,150,24082,2},
{2123,32,3,150,150,24081,2},
{2124,32,4,150,150,24082,2},
{2125,32,5,150,150,24081,2},
{3011,9,1,50,1,24091,3},
{3012,9,2,50,1,24092,3},
{3013,9,3,50,1,24091,3},
{3014,9,4,50,1,24092,3},
{3015,9,5,50,1,24091,3},
{3021,10,1,55,1,24101,3},
{3022,10,2,55,30,24102,3},
{3023,10,3,55,44,24101,3},
{3024,10,4,55,53,24102,3},
{3025,10,5,55,59,24101,3},
{3031,11,1,60,66,24111,3},
{3032,11,2,60,73,24112,3},
{3033,11,3,60,79,24111,3},
{3034,11,4,60,89,24112,3},
{3035,11,5,60,97,24111,3},
{3041,35,1,60,103,24111,3},
{3042,35,2,60,108,24112,3},
{3043,35,3,60,111,24111,3},
{3044,35,4,60,115,24112,3},
{3045,35,5,60,118,24111,3},
{3051,36,1,60,121,24111,3},
{3052,36,2,60,124,24112,3},
{3053,36,3,60,126,24111,3},
{3054,36,4,60,129,24112,3},
{3055,36,5,60,130,24111,3},
{3061,37,1,131,131,24111,3},
{3062,37,2,132,132,24112,3},
{3063,37,3,134,134,24111,3},
{3064,37,4,135,135,24112,3},
{3065,37,5,136,136,24111,3},
{3071,38,1,137,137,24111,3},
{3072,38,2,138,138,24112,3},
{3073,38,3,139,139,24111,3},
{3074,38,4,140,140,24112,3},
{3075,38,5,141,141,24111,3},
{3081,39,1,141,141,24111,3},
{3082,39,2,142,142,24112,3},
{3083,39,3,143,143,24111,3},
{3084,39,4,143,143,24112,3},
{3085,39,5,144,144,24111,3},
{3091,40,1,144,144,24111,3},
{3092,40,2,144,144,24112,3},
{3093,40,3,144,144,24111,3},
{3094,40,4,144,144,24112,3},
{3095,40,5,144,144,24111,3},
{3101,41,1,144,144,24111,3},
{3102,41,2,144,144,24112,3},
{3103,41,3,144,144,24111,3},
{3104,41,4,144,144,24112,3},
{3105,41,5,144,144,24111,3},
{4011,12,1,70,1,24121,4},
{4012,12,2,70,1,24122,4},
{4013,12,3,70,1,24121,4},
{4014,12,4,70,1,24122,4},
{4015,12,5,70,1,24121,4},
{4021,13,1,75,1,24131,4},
{4022,13,2,75,1,24132,4},
{4023,13,3,75,30,24131,4},
{4024,13,4,75,44,24132,4},
{4025,13,5,75,53,24131,4},
{4031,14,1,80,59,24141,4},
{4032,14,2,80,66,24142,4},
{4033,14,3,80,73,24141,4},
{4034,14,4,80,79,24142,4},
{4035,14,5,80,89,24141,4},
{4041,45,1,80,97,24141,4},
{4042,45,2,80,103,24142,4},
{4043,45,3,80,108,24141,4},
{4044,45,4,80,111,24142,4},
{4045,45,5,80,115,24141,4},
{4051,46,1,80,118,24141,4},
{4052,46,2,80,121,24142,4},
{4053,46,3,80,124,24141,4},
{4054,46,4,80,126,24142,4},
{4055,46,5,80,129,24141,4},
{4061,47,1,130,130,24141,4},
{4062,47,2,131,131,24142,4},
{4063,47,3,132,132,24141,4},
{4064,47,4,134,134,24142,4},
{4065,47,5,135,135,24141,4},
{4071,48,1,135,135,24141,4},
{4072,48,2,135,135,24142,4},
{4073,48,3,135,135,24141,4},
{4074,48,4,135,135,24142,4},
{4075,48,5,135,135,24141,4},
{4081,49,1,135,135,24141,4},
{4082,49,2,135,135,24142,4},
{4083,49,3,135,135,24141,4},
{4084,49,4,135,135,24142,4},
{4085,49,5,135,135,24141,4}
},
Len=220
}
return e 
