local e=
{
ByIdx={
{310001,1,1,3,118,158,957,{}},
{310002,2,1,3,135,178,1089,{}},
{310003,3,1,3,153,201,1222,{}},
{310004,4,1,3,168,223,1353,{}},
{310005,5,1,3,184,243,1485,{}},
{310006,6,1,3,201,265,1618,{}},
{310007,7,1,3,218,288,1748,{}},
{310008,8,1,3,233,308,1881,{}},
{310009,9,1,3,250,330,2013,{}},
{310010,10,1,3,268,353,2144,{}},
{310011,11,1,3,283,373,2277,{}},
{310012,12,1,3,299,395,2409,{}},
{310013,13,1,3,316,417,2541,{}},
{310014,14,1,3,333,438,2673,{}},
{310015,15,1,3,348,460,2805,{}},
{310016,16,1,3,365,482,2937,{}},
{310017,17,1,3,382,503,3068,{}},
{310018,18,1,3,398,526,3201,{}},
{310019,19,1,3,414,548,3333,{}},
{310020,20,1,3,439,579,3531,{}},
{310021,21,1,3,463,613,3729,{}},
{310022,22,1,3,488,644,3927,{}},
{310023,23,1,3,513,677,4125,{}},
{310024,24,1,3,538,708,4323,{}},
{310025,25,1,3,562,742,4521,{}},
{310026,26,1,3,587,774,4718,{}},
{310027,27,1,3,611,807,4917,{}},
{310028,28,1,3,636,839,5114,{}},
{310029,29,1,3,661,872,5313,{}},
{310030,30,1,3,691,913,5560,{}},
{310031,31,1,3,723,953,5808,{}},
{310032,32,1,3,753,993,6055,{}},
{310033,33,1,3,783,1033,6303,{}},
{310034,34,1,3,814,1075,6550,{}},
{310035,35,1,3,845,1115,6798,{}},
{310036,36,1,3,883,1164,7095,{}},
{310037,37,1,3,918,1213,7391,{}},
{310038,38,1,3,956,1262,7688,{}},
{310039,39,1,3,993,1310,7985,{}},
{310040,40,1,3,1029,1358,8283,{}},
{310041,41,1,3,1068,1410,8596,{}},
{310042,42,1,3,1108,1462,8909,{}},
{310043,43,1,3,1147,1513,9223,{}},
{310044,44,1,3,1185,1564,9537,{}},
{310045,45,1,3,1224,1616,9850,{}},
{310046,46,1,3,1263,1668,10163,{}},
{310047,47,1,3,1303,1718,10477,{}},
{310048,48,1,3,1343,1772,10798,{}},
{310049,49,1,3,1383,1824,11120,{}},
{310050,50,1,3,1423,1878,11442,{}},
{310051,51,1,3,1463,1930,11763,{}},
{310052,52,1,3,1503,1983,12085,{}},
{310053,53,1,3,1543,2036,12407,{}},
{310054,54,1,3,1583,2088,12728,{}},
{310055,55,1,3,1623,2143,13058,{}},
{310056,56,1,3,1664,2198,13390,{}},
{310057,57,1,3,1706,2252,13723,{}},
{310058,58,1,3,1748,2307,14058,{}},
{310059,59,1,3,1789,2362,14395,{}},
{310060,60,1,3,1832,2418,14733,{}},
{310061,61,1,3,1873,2473,15073,{}},
{310062,62,1,3,1916,2528,15415,{}},
{310063,63,1,3,1958,2585,15758,{}},
{310064,64,1,3,2002,2642,16103,{}},
{310065,65,1,3,2044,2698,16449,{}},
{310066,66,1,3,2088,2756,16797,{}},
{310067,67,1,3,2132,2813,17148,{}},
{310068,68,1,3,2175,2871,17498,{}},
{310069,69,1,3,2218,2928,17852,{}},
{310070,70,1,3,2263,2988,18206,{}},
{310071,71,1,3,2308,3046,18563,{}},
{310072,72,1,3,2352,3103,18920,{}},
{310073,73,1,3,2397,3163,19280,{}},
{310074,74,1,3,2441,3223,19642,{}},
{310075,75,1,3,2487,3283,20004,{}},
{310076,76,1,3,2533,3343,20369,{}},
{310077,77,1,3,2578,3403,20736,{}},
{310078,78,1,3,2623,3463,21103,{}},
{310079,79,1,3,2668,3523,21473,{}},
{310080,80,1,3,2715,3583,21844,{}},
{310081,81,1,3,2761,3644,22217,{}},
{310082,82,1,3,2808,3707,22591,{}},
{310083,83,1,3,2854,3768,22968,{}},
{310084,84,1,3,2902,3830,23345,{}},
{310085,85,1,3,2948,3893,23725,{}},
{310086,86,1,3,2997,3955,24107,{}},
{310087,87,1,3,3043,4018,24488,{}},
{310088,88,1,3,3092,4081,24873,{}},
{310089,89,1,3,3139,4144,25258,{}},
{310090,90,1,3,3188,4208,25647,{}},
{310091,91,1,3,3236,4272,26036,{}},
{310092,92,1,3,3284,4336,26428,{}},
{310093,93,1,3,3333,4400,26819,{}},
{310094,94,1,3,3383,4465,27213,{}},
{310095,95,1,3,3433,4530,27610,{}},
{310096,96,1,3,3482,4595,28008,{}},
{310097,97,1,3,3531,4660,28407,{}},
{310098,98,1,3,3581,4727,28808,{}},
{310099,99,1,3,3631,4793,29211,{}},
{310100,100,1,3,3681,4858,29615,{}},
{310101,101,1,3,3732,4925,30021,{}},
{310102,102,1,3,3783,4993,30428,{}},
{310103,103,1,3,3833,5058,30837,{}},
{310104,104,1,3,3883,5127,31248,{}},
{310105,105,1,3,3935,5194,31661,{}},
{310106,106,1,3,3987,5263,32074,{}},
{310107,107,1,3,4038,5331,32491,{}},
{310108,108,1,3,4090,5399,32908,{}},
{310109,109,1,3,4143,5468,33327,{}},
{310110,110,1,3,4194,5537,33748,{}},
{310111,111,1,3,4247,5606,34170,{}},
{310112,112,1,3,4299,5675,34593,{}},
{310113,113,1,3,4353,5746,35019,{}},
{310114,114,1,3,4406,5816,35447,{}},
{310115,115,1,3,4459,5886,35876,{}},
{310116,116,1,3,4513,5957,36307,{}},
{310117,117,1,3,4567,6028,36738,{}},
{310118,118,1,3,4620,6098,37173,{}},
{310119,119,1,3,4674,6170,37608,{}},
