local e=
{
ByIdx={
{1001,{{20291,1}},{-9,-3.2},1,2},
{1002,{{20291,1}},{-16.7,-14.6},1,3},
{1003,{{20291,1}},{-17.4,1.3},1,2},
{1004,{{20291,1}},{-15,7.7},1,3},
{1005,{{20291,1}},{0,0},1,2},
{1006,{{20291,1}},{-39.2,-6.6},1,3},
{1007,{{20291,1}},{-19.4,-20.4},1,3},
{1008,{{20291,1}},{-7.4,11},1,1},
{1009,{{20291,1}},{-20.4,1.1},1,3},
{1010,{{20291,1}},{-31,6},1,1},
{1011,{{20291,1}},{-3,16.7},1,1},
{1012,{{20021,1}},{-4,-32.8},1,2},
{1013,{{20291,1}},{3.7,0},1,2},
{1014,{{20291,1}},{1.5,-11.6},1,1},
{1015,{{20021,1}},{1,20.3},1,1},
{1016,{{20021,1}},{-11.1,15.7},1,2},
{1017,{{20021,1}},{-29.8,4.4},1,1},
{1018,{{20021,1}},{-9.8,5.8},1,2},
{1019,{{20021,1}},{-10,3},1,3},
{1020,{{20021,1}},{-11,-5},1,3},
{1021,{{20021,1}},{-12.7,-9.3},1,2},
{1022,{{20021,1}},{-23.1,7.5},1,2},
{1023,{{20021,1}},{11,17},1,2},
{1024,{{20021,1}},{-2.2,-4},1,3},
{1025,{{20021,1}},{-27.6,7.2},1,2},
{1026,{{20021,1}},{-2.5,-19.2},1,2},
{1027,{{20021,1}},{0.9,5.3},1,2},
{1028,{{20021,1}},{14.4,17.6},1,2},
{1029,{{20021,1}},{-17,22},1,3},
{1030,{{20021,1}},{-4,40},1,3},
{1031,{{20021,1}},{-59,37},1,1},
{1032,{{20021,1}},{13,51},1,2},
{1033,{{20021,1}},{-8.5,1.1},1,1},
{1034,{{20021,1}},{-18.6,9.7},1,1},
{1035,{{20021,1}},{-1.4,1.4},1,1},
{1036,{{20021,1}},{-29.3,26.3},1,1},
{1037,{{20021,1}},{-12.4,0.4},1,1},
{1038,{{20021,1}},{0,4.4},1,2},
{1039,{{20021,1}},{-7.5,-35.5},1,1},
{1040,{{20021,1}},{2.5,-2.1},1,2},
{1041,{{20021,1}},{35.7,13.4},1,1},
{1042,{{20021,1}},{-4.1,10.2},1,2},
{1043,{{20021,1}},{23.8,-7.6},1,1},
{1044,{{20021,1}},{-26,26},1,2},
{1045,{{20021,1}},{-15,7},1,2},
{1046,{{20021,1}},{9,37},1,3},
{1047,{{20021,1}},{11,6},1,1},
{1048,{{20021,1}},{0,24},1,2},
{1049,{{20021,1}},{-59,6},1,2},
{1050,{{20021,1}},{19,18},1,1},
{1051,{{20021,1}},{0,32},1,1},
{1052,{{20021,1}},{-3,11},1,3},
{1053,{{20021,1}},{15,-46},1,3},
{1054,{{20021,1}},{-30,15},1,1},
{1055,{{20021,1}},{0,36},1,3},
{1056,{{20021,1}},{0,10},1,3},
{1057,{{20021,1}},{21,25},1,1},
{1058,{{20021,1}},{3,38},1,2},
{1059,{{20021,1}},{35,35},1,2},
{1060,{{20021,1}},{0,40},1,1},
{1061,{{20021,1}},{0,23},1,1},
{1062,{{20021,1}},{0,32},1,2},
{1063,{{20021,1}},{0,68},1,1},
{1064,{{20021,1}},{-13,37},1,3},
{1065,{{20021,1}},{10,50},1,1},
{1066,{{20021,1}},{0,0},1,1},
{1067,{{20021,1}},{0,55},1,1},
{1068,{{20021,1}},{0,0},1,1},
{1069,{{20021,1}},{0,0},0,1},
{1070,{{20021,1}},{0,0},0,1},
{1071,{{20021,1}},{0,0},0,1},
{1072,{{20021,1}},{0,0},0,1},
{1073,{{20021,1}},{0,0},0,1},
{1074,{{20021,1}},{0,0},0,1},
{21012,{{20021,1}},{-55,35},1,3},
{21015,{{20021,1}},{0,0},1,3},
{21025,{{20021,1}},{0,0},1,3},
{21029,{{20021,1}},{0,0},1,3},
{21039,{{20021,1}},{0,0},1,3},
{21041,{{20021,1}},{-6,36},1,3},
{21043,{{20021,1}},{0,0},1,3},
{21044,{{20021,1}},{-12,77},1,3},
{21048,{{20021,1}},{0,0},1,3},
{21049,{{20021,1}},{-6,36},1,3},
{21058,{{20021,1}},{-6,36},1,2},
{21070,{{20021,1}},{-20,45},1,3},
{21072,{{20021,1}},{0,50},1,1},
{21073,{{20021,1}},{-37,13},1,3},
{21074,{{20021,1}},{0,0},1,3},
{21075,{{20021,1}},{0,0},1,3},
{21076,{{20021,1}},{-41.8,7.9},1,3},
{21077,{{20021,1}},{40,0},1,3},
{21078,{{20021,1}},{-41,36},1,3},
{21079,{{20021,1}},{96,19},1,3},
{21080,{{20021,1}},{0,0},1,3},
{21081,{{20021,1}},{0,0},1,3},
{21082,{{20021,1}},{0,0},1,2},
{21083,{{20021,1}},{0,0},1,1},
{21084,{{20021,1}},{0,0},1,2},
{21085,{{20021,1}},{0,0},1,3},
{21086,{{20021,1}},{0,0},1,3},
{21087,{{20021,1}},{0,0},1,3},
{21088,{{20021,1}},{0,0},1,3},
{21089,{{20021,1}},{0,0},1,3},
{21090,{{20021,1}},{0,0},1,3},
{21101,{{20021,1}},{0,0},1,3},
{21102,{{20021,1}},{0,0},0,3},
{21104,{{20021,1}},{0,0},1,3},
{31012,{{20021,1}},{0,0},1,3},
{31015,{{20021,1}},{0,0},1,3},
{31025,{{20021,1}},{0,0},1,3},
{31041,{{20021,1}},{0,0},1,3},
{31044,{{20021,1}},{0,0},1,3},
{31070,{{20021,1}},{0,0},1,3},
{31072,{{20021,1}},{0,0},1,3},
{31073,{{20021,1}},{0,0},1,3},
{31079,{{20021,1}},{0,0},1,3},
{31103,{{20021,1}},{0,0},1,3},
{31105,{{20021,1}},{0,0},1,3},
{31106,{{20021,1}},{0,0},1,3},
{31107,{{20021,1}},{0,0},1,3},
{31108,{{20021,1}},{0,0},1,3},
{31109,{{20021,1}},{0,0},1,3},
{31110,{{20021,1}},{0,0},1,3},
{31111,{{20021,1}},{0,0},1,3},
{31112,{{20021,1}},{0,0},1,3},
{31113,{{20021,1}},{0,0},1,3},
{31114,{{20021,1}},{0,0},1,3},
{31115,{{20021,1}},{0,0},1,3},
{31116,{{20021,1}},{0,0},1,3},
{31117,{{20021,1}},{0,0},1,3},
{31118,{{20021,1}},{0,0},1,3},
{31119,{{20021,1}},{0,0},1,3},
{31120,{{20021,1}},{0,0},1,3},
{31121,{{20021,1}},{0,0},1,3},
{31122,{{20021,1}},{0,0},1,3},
{31123,{{20021,1}},{0,0},0,3}
},
Len=137
}
return e 
