local e=
{
ByIdx={
{1001,909,171,125,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1002,909,171,125,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,50,35000},
{1003,1148,142,189,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1004,1005,157,157,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,50,35000},
{1005,909,171,125,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,50,35000},
{1006,1148,142,189,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1007,1148,142,189,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1008,1148,142,189,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1009,909,171,125,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1010,909,171,125,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1011,909,171,125,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,50,35000},
{1012,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1013,1005,157,157,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,50,35000},
{1014,1005,157,157,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,50,35000},
{1015,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1016,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1017,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1018,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1019,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1020,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1021,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1022,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1023,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1024,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1025,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1026,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1027,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1028,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1029,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1030,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1031,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1032,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1033,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1034,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1035,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1036,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1037,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1038,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1039,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1040,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1041,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1042,4717,785,623,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1043,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1044,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1045,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1046,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1047,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1048,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1049,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1050,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1051,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1052,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1053,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1054,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1055,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1056,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1057,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
{1058,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1059,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1060,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1061,3180,600,438,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1062,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1063,3516,549,549,0,0,0,0,10000,0,0,0,5000,0,0,0,0,0,0,0,0,700,0,100,35000},
{1064,4017,660,498,0,0,0,10000,0,5000,0,0,0,0,0,0,0,0,0,0,0,700,0,100,35000},
{1065,3516,549,549,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,5000,0,700,0,100,35000},
